# Force coefficients
# liftDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf     : 1.000000e+01
# lRef        : 4.000000e+00
# Aref        : 1.000000e+00
# CofR        : (3.500000e+00 0.000000e+00 0.000000e+00)
#
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
308           	-9.472410e-02	3.870913e-01	3.467282e-01	7.864002e-02	2.680882e-01
309           	-9.469864e-02	3.869990e-01	3.466951e-01	7.864893e-02	2.680462e-01
310           	-9.467304e-02	3.869064e-01	3.466625e-01	7.865819e-02	2.680043e-01
311           	-9.464728e-02	3.868132e-01	3.466303e-01	7.866789e-02	2.679625e-01
312           	-9.462128e-02	3.867189e-01	3.465987e-01	7.867810e-02	2.679207e-01
313           	-9.459512e-02	3.866239e-01	3.465679e-01	7.868882e-02	2.678791e-01
314           	-9.456892e-02	3.865286e-01	3.465378e-01	7.870000e-02	2.678378e-01
315           	-9.454257e-02	3.864326e-01	3.465081e-01	7.871150e-02	2.677966e-01
316           	-9.451612e-02	3.863360e-01	3.464785e-01	7.872311e-02	2.677553e-01
317           	-9.448961e-02	3.862392e-01	3.464485e-01	7.873462e-02	2.677138e-01
318           	-9.446312e-02	3.861422e-01	3.464179e-01	7.874584e-02	2.676721e-01
319           	-9.443672e-02	3.860455e-01	3.463867e-01	7.875664e-02	2.676301e-01
320           	-9.441047e-02	3.859492e-01	3.463549e-01	7.876698e-02	2.675879e-01
321           	-9.438442e-02	3.858537e-01	3.463225e-01	7.877684e-02	2.675457e-01
322           	-9.435861e-02	3.857590e-01	3.462898e-01	7.878627e-02	2.675035e-01
323           	-9.433308e-02	3.856653e-01	3.462568e-01	7.879530e-02	2.674615e-01
324           	-9.430783e-02	3.855726e-01	3.462235e-01	7.880395e-02	2.674196e-01
325           	-9.428286e-02	3.854808e-01	3.461901e-01	7.881220e-02	2.673779e-01
326           	-9.425816e-02	3.853898e-01	3.461564e-01	7.882005e-02	2.673364e-01
327           	-9.423368e-02	3.852992e-01	3.461223e-01	7.882747e-02	2.672948e-01
328           	-9.420934e-02	3.852088e-01	3.460876e-01	7.883446e-02	2.672532e-01
329           	-9.418509e-02	3.851181e-01	3.460523e-01	7.884105e-02	2.672112e-01
330           	-9.416083e-02	3.850270e-01	3.460163e-01	7.884730e-02	2.671690e-01
331           	-9.413650e-02	3.849352e-01	3.459796e-01	7.885329e-02	2.671263e-01
332           	-9.411208e-02	3.848426e-01	3.459423e-01	7.885908e-02	2.670832e-01
333           	-9.408755e-02	3.847493e-01	3.459046e-01	7.886473e-02	2.670398e-01
334           	-9.406292e-02	3.846553e-01	3.458664e-01	7.887027e-02	2.669961e-01
335           	-9.403824e-02	3.845610e-01	3.458279e-01	7.887571e-02	2.669522e-01
336           	-9.401353e-02	3.844664e-01	3.457891e-01	7.888103e-02	2.669081e-01
337           	-9.398884e-02	3.843719e-01	3.457501e-01	7.888621e-02	2.668639e-01
338           	-9.396420e-02	3.842776e-01	3.457108e-01	7.889122e-02	2.668196e-01
339           	-9.393964e-02	3.841836e-01	3.456714e-01	7.889606e-02	2.667753e-01
340           	-9.391517e-02	3.840902e-01	3.456318e-01	7.890072e-02	2.667311e-01
341           	-9.389082e-02	3.839973e-01	3.455921e-01	7.890522e-02	2.666869e-01
342           	-9.386659e-02	3.839051e-01	3.455524e-01	7.890959e-02	2.666428e-01
343           	-9.384247e-02	3.838135e-01	3.455127e-01	7.891390e-02	2.665988e-01
344           	-9.381676e-02	3.837183e-01	3.454758e-01	7.892112e-02	2.665546e-01
345           	-9.379262e-02	3.836282e-01	3.454372e-01	7.892600e-02	2.665112e-01
346           	-9.376986e-02	3.835412e-01	3.453991e-01	7.892968e-02	2.664694e-01
347           	-9.374527e-02	3.834485e-01	3.453622e-01	7.893582e-02	2.664264e-01
348           	-9.371991e-02	3.833542e-01	3.453249e-01	7.894254e-02	2.663824e-01
349           	-9.369473e-02	3.832612e-01	3.452868e-01	7.894865e-02	2.663381e-01
350           	-9.367269e-02	3.831759e-01	3.452488e-01	7.895171e-02	2.662971e-01
351           	-9.364911e-02	3.830855e-01	3.452100e-01	7.895589e-02	2.662541e-01
352           	-9.362426e-02	3.829917e-01	3.451699e-01	7.896069e-02	2.662092e-01
353           	-9.359895e-02	3.828974e-01	3.451292e-01	7.896565e-02	2.661635e-01
354           	-9.357390e-02	3.828047e-01	3.450899e-01	7.897104e-02	2.661188e-01
355           	-9.354942e-02	3.827136e-01	3.450531e-01	7.897715e-02	2.660760e-01
356           	-9.352513e-02	3.826227e-01	3.450174e-01	7.898355e-02	2.660338e-01
357           	-9.350070e-02	3.825311e-01	3.449810e-01	7.898981e-02	2.659912e-01
358           	-9.347612e-02	3.824390e-01	3.449442e-01	7.899596e-02	2.659482e-01
359           	-9.345154e-02	3.823469e-01	3.449076e-01	7.900229e-02	2.659054e-01
360           	-9.342701e-02	3.822551e-01	3.448719e-01	7.900892e-02	2.658629e-01
361           	-9.340250e-02	3.821638e-01	3.448366e-01	7.901579e-02	2.658208e-01
362           	-9.337794e-02	3.820726e-01	3.448013e-01	7.902273e-02	2.657786e-01
363           	-9.335344e-02	3.819815e-01	3.447670e-01	7.903004e-02	2.657369e-01
364           	-9.332887e-02	3.818906e-01	3.447329e-01	7.903756e-02	2.656953e-01
365           	-9.330425e-02	3.818001e-01	3.446990e-01	7.904527e-02	2.656538e-01
366           	-9.327983e-02	3.817100e-01	3.446664e-01	7.905337e-02	2.656130e-01
367           	-9.325547e-02	3.816201e-01	3.446336e-01	7.906133e-02	2.655723e-01
368           	-9.323123e-02	3.815303e-01	3.446007e-01	7.906910e-02	2.655316e-01
369           	-9.320690e-02	3.814405e-01	3.445666e-01	7.907639e-02	2.654902e-01
370           	-9.318259e-02	3.813506e-01	3.445324e-01	7.908360e-02	2.654488e-01
371           	-9.315829e-02	3.812607e-01	3.444986e-01	7.909102e-02	2.654076e-01
372           	-9.313379e-02	3.811707e-01	3.444644e-01	7.909842e-02	2.653660e-01
373           	-9.310927e-02	3.810805e-01	3.444306e-01	7.910606e-02	2.653246e-01
374           	-9.308477e-02	3.809901e-01	3.443974e-01	7.911394e-02	2.652835e-01
375           	-9.306013e-02	3.808995e-01	3.443635e-01	7.912162e-02	2.652419e-01
376           	-9.303553e-02	3.808086e-01	3.443297e-01	7.912934e-02	2.652004e-01
377           	-9.301102e-02	3.807176e-01	3.442964e-01	7.913718e-02	2.651592e-01
378           	-9.298639e-02	3.806265e-01	3.442624e-01	7.914480e-02	2.651176e-01
379           	-9.296183e-02	3.805354e-01	3.442286e-01	7.915245e-02	2.650761e-01
380           	-9.293736e-02	3.804444e-01	3.441951e-01	7.916021e-02	2.650349e-01
381           	-9.291295e-02	3.803535e-01	3.441619e-01	7.916799e-02	2.649939e-01
382           	-9.288839e-02	3.802628e-01	3.441275e-01	7.917536e-02	2.649521e-01
383           	-9.286391e-02	3.801723e-01	3.440930e-01	7.918261e-02	2.649104e-01
384           	-9.283962e-02	3.800820e-01	3.440589e-01	7.918986e-02	2.648691e-01
385           	-9.281547e-02	3.799920e-01	3.440251e-01	7.919708e-02	2.648280e-01
386           	-9.279139e-02	3.799024e-01	3.439912e-01	7.920421e-02	2.647870e-01
387           	-9.276734e-02	3.798130e-01	3.439571e-01	7.921121e-02	2.647459e-01
388           	-9.274316e-02	3.797237e-01	3.439218e-01	7.921772e-02	2.647040e-01
389           	-9.271908e-02	3.796345e-01	3.438864e-01	7.922411e-02	2.646623e-01
390           	-9.269519e-02	3.795454e-01	3.438515e-01	7.923056e-02	2.646209e-01
391           	-9.267141e-02	3.794565e-01	3.438170e-01	7.923710e-02	2.645799e-01
392           	-9.264765e-02	3.793675e-01	3.437827e-01	7.924372e-02	2.645390e-01
393           	-9.262382e-02	3.792785e-01	3.437484e-01	7.925037e-02	2.644980e-01
394           	-9.259993e-02	3.791893e-01	3.437137e-01	7.925694e-02	2.644568e-01
395           	-9.257600e-02	3.790999e-01	3.436787e-01	7.926334e-02	2.644153e-01
396           	-9.255206e-02	3.790105e-01	3.436431e-01	7.926951e-02	2.643736e-01
397           	-9.252814e-02	3.789211e-01	3.436073e-01	7.927549e-02	2.643318e-01
398           	-9.250424e-02	3.788317e-01	3.435713e-01	7.928139e-02	2.642899e-01
399           	-9.248037e-02	3.787424e-01	3.435354e-01	7.928733e-02	2.642481e-01
400           	-9.245649e-02	3.786530e-01	3.434997e-01	7.929336e-02	2.642063e-01
401           	-9.243260e-02	3.785637e-01	3.434642e-01	7.929950e-02	2.641647e-01
402           	-9.240872e-02	3.784743e-01	3.434288e-01	7.930571e-02	2.641231e-01
403           	-9.238484e-02	3.783851e-01	3.433936e-01	7.931194e-02	2.640816e-01
404           	-9.236098e-02	3.782959e-01	3.433583e-01	7.931817e-02	2.640401e-01
405           	-9.233716e-02	3.782069e-01	3.433230e-01	7.932436e-02	2.639987e-01
406           	-9.231337e-02	3.781180e-01	3.432878e-01	7.933052e-02	2.639573e-01
407           	-9.228961e-02	3.780292e-01	3.432525e-01	7.933664e-02	2.639158e-01
408           	-9.226586e-02	3.779405e-01	3.432172e-01	7.934274e-02	2.638745e-01
409           	-9.224214e-02	3.778520e-01	3.431820e-01	7.934885e-02	2.638331e-01
410           	-9.221843e-02	3.777636e-01	3.431468e-01	7.935498e-02	2.637919e-01
411           	-9.219474e-02	3.776753e-01	3.431118e-01	7.936116e-02	2.637506e-01
412           	-9.217107e-02	3.775871e-01	3.430769e-01	7.936739e-02	2.637095e-01
413           	-9.214739e-02	3.774989e-01	3.430421e-01	7.937368e-02	2.636685e-01
414           	-9.212372e-02	3.774108e-01	3.430075e-01	7.938002e-02	2.636275e-01
415           	-9.210005e-02	3.773227e-01	3.429729e-01	7.938641e-02	2.635865e-01
416           	-9.207638e-02	3.772346e-01	3.429384e-01	7.939283e-02	2.635456e-01
417           	-9.205270e-02	3.771465e-01	3.429039e-01	7.939928e-02	2.635047e-01
418           	-9.202879e-02	3.770584e-01	3.428681e-01	7.940527e-02	2.634628e-01
419           	-9.200478e-02	3.769701e-01	3.428315e-01	7.941096e-02	2.634205e-01
420           	-9.198087e-02	3.768818e-01	3.427951e-01	7.941667e-02	2.633784e-01
421           	-9.195711e-02	3.767935e-01	3.427596e-01	7.942270e-02	2.633369e-01
422           	-9.193346e-02	3.767051e-01	3.427254e-01	7.942922e-02	2.632961e-01
423           	-9.190982e-02	3.766167e-01	3.426921e-01	7.943625e-02	2.632559e-01
424           	-9.188613e-02	3.765281e-01	3.426596e-01	7.944367e-02	2.632159e-01
425           	-9.186236e-02	3.764395e-01	3.426273e-01	7.945127e-02	2.631760e-01
426           	-9.183855e-02	3.763508e-01	3.425947e-01	7.945879e-02	2.631359e-01
427           	-9.181474e-02	3.762622e-01	3.425615e-01	7.946601e-02	2.630955e-01
428           	-9.179096e-02	3.761739e-01	3.425277e-01	7.947289e-02	2.630548e-01
429           	-9.176723e-02	3.760857e-01	3.424935e-01	7.947950e-02	2.630140e-01
430           	-9.174355e-02	3.759978e-01	3.424591e-01	7.948602e-02	2.629731e-01
431           	-9.171989e-02	3.759100e-01	3.424250e-01	7.949262e-02	2.629324e-01
432           	-9.169623e-02	3.758223e-01	3.423912e-01	7.949937e-02	2.628918e-01
433           	-9.167256e-02	3.757348e-01	3.423578e-01	7.950632e-02	2.628514e-01
434           	-9.164888e-02	3.756472e-01	3.423246e-01	7.951341e-02	2.628112e-01
435           	-9.162521e-02	3.755597e-01	3.422916e-01	7.952057e-02	2.627710e-01
436           	-9.160155e-02	3.754723e-01	3.422586e-01	7.952775e-02	2.627309e-01
437           	-9.157793e-02	3.753849e-01	3.422256e-01	7.953487e-02	2.626907e-01
438           	-9.155432e-02	3.752976e-01	3.421925e-01	7.954191e-02	2.626506e-01
439           	-9.153073e-02	3.752103e-01	3.421592e-01	7.954888e-02	2.626103e-01
440           	-9.150714e-02	3.751230e-01	3.421258e-01	7.955579e-02	2.625701e-01
441           	-9.148355e-02	3.750357e-01	3.420924e-01	7.956266e-02	2.625298e-01
442           	-9.145996e-02	3.749485e-01	3.420590e-01	7.956955e-02	2.624895e-01
443           	-9.143637e-02	3.748612e-01	3.420257e-01	7.957648e-02	2.624492e-01
444           	-9.141277e-02	3.747740e-01	3.419925e-01	7.958347e-02	2.624090e-01
445           	-9.138916e-02	3.746867e-01	3.419594e-01	7.959052e-02	2.623688e-01
446           	-9.136556e-02	3.745993e-01	3.419264e-01	7.959762e-02	2.623287e-01
447           	-9.134196e-02	3.745120e-01	3.418934e-01	7.960473e-02	2.622887e-01
448           	-9.131838e-02	3.744247e-01	3.418604e-01	7.961183e-02	2.622486e-01
449           	-9.129482e-02	3.743375e-01	3.418274e-01	7.961889e-02	2.622085e-01
450           	-9.127128e-02	3.742504e-01	3.417944e-01	7.962591e-02	2.621685e-01
451           	-9.124777e-02	3.741633e-01	3.417613e-01	7.963289e-02	2.621284e-01
452           	-9.122428e-02	3.740764e-01	3.417282e-01	7.963983e-02	2.620884e-01
453           	-9.120080e-02	3.739895e-01	3.416951e-01	7.964675e-02	2.620483e-01
454           	-9.117734e-02	3.739027e-01	3.416620e-01	7.965366e-02	2.620083e-01
455           	-9.115390e-02	3.738159e-01	3.416289e-01	7.966056e-02	2.619684e-01
456           	-9.113048e-02	3.737293e-01	3.415959e-01	7.966747e-02	2.619284e-01
457           	-9.110709e-02	3.736427e-01	3.415629e-01	7.967437e-02	2.618886e-01
458           	-9.108374e-02	3.735562e-01	3.415300e-01	7.968126e-02	2.618487e-01
459           	-9.106040e-02	3.734699e-01	3.414971e-01	7.968812e-02	2.618089e-01
460           	-9.103710e-02	3.733836e-01	3.414641e-01	7.969495e-02	2.617691e-01
461           	-9.101381e-02	3.732974e-01	3.414311e-01	7.970175e-02	2.617294e-01
462           	-9.099054e-02	3.732112e-01	3.413981e-01	7.970851e-02	2.616896e-01
463           	-9.096729e-02	3.731251e-01	3.413651e-01	7.971524e-02	2.616498e-01
464           	-9.094404e-02	3.730390e-01	3.413320e-01	7.972195e-02	2.616100e-01
465           	-9.092080e-02	3.729529e-01	3.412989e-01	7.972865e-02	2.615703e-01
466           	-9.089757e-02	3.728668e-01	3.412658e-01	7.973535e-02	2.615305e-01
467           	-9.087433e-02	3.727807e-01	3.412328e-01	7.974205e-02	2.614907e-01
468           	-9.085111e-02	3.726946e-01	3.411997e-01	7.974875e-02	2.614510e-01
469           	-9.082789e-02	3.726085e-01	3.411667e-01	7.975546e-02	2.614112e-01
470           	-9.080467e-02	3.725225e-01	3.411337e-01	7.976216e-02	2.613715e-01
471           	-9.078147e-02	3.724364e-01	3.411006e-01	7.976886e-02	2.613318e-01
472           	-9.075823e-02	3.723503e-01	3.410676e-01	7.977556e-02	2.612920e-01
473           	-9.073505e-02	3.722643e-01	3.410346e-01	7.978223e-02	2.612523e-01
474           	-9.071187e-02	3.721784e-01	3.410015e-01	7.978889e-02	2.612126e-01
475           	-9.068871e-02	3.720926e-01	3.409685e-01	7.979554e-02	2.611730e-01
476           	-9.066557e-02	3.720068e-01	3.409355e-01	7.980219e-02	2.611333e-01
477           	-9.064245e-02	3.719211e-01	3.409025e-01	7.980882e-02	2.610937e-01
478           	-9.061935e-02	3.718356e-01	3.408696e-01	7.981544e-02	2.610541e-01
479           	-9.059628e-02	3.717501e-01	3.408366e-01	7.982204e-02	2.610146e-01
480           	-9.057322e-02	3.716647e-01	3.408037e-01	7.982863e-02	2.609751e-01
481           	-9.055019e-02	3.715793e-01	3.407708e-01	7.983521e-02	2.609356e-01
482           	-9.052717e-02	3.714941e-01	3.407379e-01	7.984177e-02	2.608961e-01
483           	-9.050418e-02	3.714089e-01	3.407050e-01	7.984831e-02	2.608567e-01
484           	-9.048119e-02	3.713238e-01	3.406721e-01	7.985485e-02	2.608172e-01
485           	-9.045821e-02	3.712387e-01	3.406392e-01	7.986137e-02	2.607778e-01
486           	-9.043524e-02	3.711536e-01	3.406063e-01	7.986789e-02	2.607384e-01
487           	-9.041228e-02	3.710685e-01	3.405734e-01	7.987441e-02	2.606990e-01
488           	-9.038932e-02	3.709835e-01	3.405405e-01	7.988092e-02	2.606596e-01
489           	-9.036627e-02	3.708980e-01	3.405075e-01	7.988746e-02	2.606200e-01
490           	-9.034333e-02	3.708130e-01	3.404746e-01	7.989399e-02	2.605806e-01
491           	-9.032039e-02	3.707281e-01	3.404418e-01	7.990053e-02	2.605413e-01
492           	-9.029745e-02	3.706432e-01	3.404091e-01	7.990708e-02	2.605020e-01
493           	-9.027453e-02	3.705583e-01	3.403763e-01	7.991363e-02	2.604627e-01
494           	-9.025161e-02	3.704734e-01	3.403435e-01	7.992016e-02	2.604234e-01
495           	-9.022862e-02	3.703882e-01	3.403106e-01	7.992667e-02	2.603839e-01
496           	-9.020575e-02	3.703035e-01	3.402778e-01	7.993316e-02	2.603447e-01
497           	-9.018290e-02	3.702189e-01	3.402451e-01	7.993964e-02	2.603054e-01
498           	-9.016007e-02	3.701344e-01	3.402124e-01	7.994613e-02	2.602663e-01
499           	-9.013724e-02	3.700500e-01	3.401797e-01	7.995262e-02	2.602271e-01
500           	-9.011443e-02	3.699656e-01	3.401470e-01	7.995909e-02	2.601880e-01
501           	-9.009164e-02	3.698813e-01	3.401144e-01	7.996555e-02	2.601488e-01
502           	-9.006882e-02	3.697968e-01	3.400817e-01	7.997200e-02	2.601097e-01
503           	-9.004603e-02	3.697124e-01	3.400489e-01	7.997844e-02	2.600705e-01
504           	-9.002324e-02	3.696280e-01	3.400162e-01	7.998487e-02	2.600313e-01
505           	-9.000049e-02	3.695439e-01	3.399836e-01	7.999129e-02	2.599923e-01
506           	-8.997774e-02	3.694597e-01	3.399509e-01	7.999772e-02	2.599532e-01
507           	-8.995500e-02	3.693756e-01	3.399183e-01	8.000416e-02	2.599142e-01
508           	-8.993223e-02	3.692913e-01	3.398857e-01	8.001061e-02	2.598751e-01
509           	-8.990947e-02	3.692070e-01	3.398530e-01	8.001706e-02	2.598360e-01
510           	-8.988675e-02	3.691230e-01	3.398205e-01	8.002348e-02	2.597970e-01
511           	-8.986402e-02	3.690388e-01	3.397878e-01	8.002991e-02	2.597579e-01
512           	-8.984133e-02	3.689549e-01	3.397553e-01	8.003631e-02	2.597190e-01
513           	-8.981862e-02	3.688708e-01	3.397227e-01	8.004273e-02	2.596800e-01
514           	-8.979593e-02	3.687869e-01	3.396901e-01	8.004914e-02	2.596410e-01
515           	-8.977329e-02	3.687032e-01	3.396576e-01	8.005552e-02	2.596021e-01
516           	-8.975067e-02	3.686195e-01	3.396251e-01	8.006190e-02	2.595632e-01
517           	-8.972802e-02	3.685358e-01	3.395926e-01	8.006829e-02	2.595243e-01
518           	-8.970540e-02	3.684521e-01	3.395601e-01	8.007466e-02	2.594855e-01
519           	-8.968281e-02	3.683686e-01	3.395276e-01	8.008101e-02	2.594466e-01
520           	-8.966024e-02	3.682851e-01	3.394952e-01	8.008734e-02	2.594078e-01
521           	-8.963765e-02	3.682016e-01	3.394627e-01	8.009369e-02	2.593690e-01
522           	-8.961507e-02	3.681180e-01	3.394302e-01	8.010004e-02	2.593302e-01
523           	-8.959249e-02	3.680345e-01	3.393977e-01	8.010638e-02	2.592914e-01
524           	-8.956996e-02	3.679512e-01	3.393653e-01	8.011270e-02	2.592526e-01
525           	-8.954740e-02	3.678677e-01	3.393329e-01	8.011904e-02	2.592138e-01
526           	-8.952485e-02	3.677843e-01	3.393005e-01	8.012538e-02	2.591751e-01
527           	-8.950234e-02	3.677011e-01	3.392681e-01	8.013169e-02	2.591364e-01
528           	-8.947981e-02	3.676178e-01	3.392357e-01	8.013802e-02	2.590976e-01
529           	-8.945730e-02	3.675345e-01	3.392033e-01	8.014434e-02	2.590589e-01
530           	-8.943480e-02	3.674513e-01	3.391709e-01	8.015066e-02	2.590203e-01
531           	-8.941232e-02	3.673682e-01	3.391386e-01	8.015697e-02	2.589816e-01
532           	-8.938985e-02	3.672851e-01	3.391063e-01	8.016328e-02	2.589430e-01
533           	-8.936743e-02	3.672023e-01	3.390740e-01	8.016956e-02	2.589044e-01
534           	-8.934499e-02	3.671193e-01	3.390417e-01	8.017586e-02	2.588658e-01
535           	-8.932256e-02	3.670364e-01	3.390094e-01	8.018214e-02	2.588273e-01
536           	-8.930015e-02	3.669536e-01	3.389771e-01	8.018841e-02	2.587887e-01
537           	-8.927775e-02	3.668708e-01	3.389448e-01	8.019467e-02	2.587502e-01
538           	-8.925536e-02	3.667880e-01	3.389126e-01	8.020093e-02	2.587117e-01
539           	-8.923298e-02	3.667053e-01	3.388803e-01	8.020718e-02	2.586731e-01
540           	-8.921062e-02	3.666226e-01	3.388481e-01	8.021343e-02	2.586347e-01
541           	-8.918825e-02	3.665400e-01	3.388159e-01	8.021969e-02	2.585962e-01
542           	-8.916590e-02	3.664574e-01	3.387837e-01	8.022594e-02	2.585577e-01
543           	-8.914356e-02	3.663748e-01	3.387515e-01	8.023218e-02	2.585193e-01
544           	-8.912123e-02	3.662922e-01	3.387193e-01	8.023843e-02	2.584809e-01
545           	-8.909883e-02	3.662094e-01	3.386870e-01	8.024467e-02	2.584423e-01
546           	-8.907656e-02	3.661271e-01	3.386549e-01	8.025089e-02	2.584040e-01
547           	-8.905430e-02	3.660449e-01	3.386228e-01	8.025712e-02	2.583657e-01
548           	-8.903203e-02	3.659626e-01	3.385908e-01	8.026336e-02	2.583274e-01
549           	-8.900967e-02	3.658799e-01	3.385586e-01	8.026961e-02	2.582889e-01
550           	-8.898742e-02	3.657977e-01	3.385265e-01	8.027582e-02	2.582507e-01
551           	-8.896519e-02	3.657156e-01	3.384944e-01	8.028202e-02	2.582124e-01
552           	-8.894297e-02	3.656335e-01	3.384624e-01	8.028822e-02	2.581742e-01
553           	-8.892076e-02	3.655515e-01	3.384303e-01	8.029441e-02	2.581359e-01
554           	-8.889848e-02	3.654691e-01	3.383982e-01	8.030060e-02	2.580976e-01
555           	-8.887633e-02	3.653874e-01	3.383662e-01	8.030675e-02	2.580594e-01
556           	-8.885416e-02	3.653055e-01	3.383342e-01	8.031293e-02	2.580213e-01
557           	-8.883192e-02	3.652232e-01	3.383021e-01	8.031912e-02	2.579830e-01
558           	-8.880977e-02	3.651415e-01	3.382701e-01	8.032530e-02	2.579448e-01
559           	-8.878763e-02	3.650597e-01	3.382382e-01	8.033147e-02	2.579067e-01
560           	-8.876550e-02	3.649780e-01	3.382063e-01	8.033764e-02	2.578686e-01
561           	-8.874329e-02	3.648959e-01	3.381742e-01	8.034381e-02	2.578304e-01
562           	-8.872119e-02	3.648143e-01	3.381423e-01	8.034996e-02	2.577923e-01
563           	-8.869909e-02	3.647327e-01	3.381104e-01	8.035609e-02	2.577543e-01
564           	-8.867693e-02	3.646508e-01	3.380783e-01	8.036224e-02	2.577161e-01
565           	-8.865486e-02	3.645693e-01	3.380465e-01	8.036838e-02	2.576781e-01
566           	-8.863280e-02	3.644879e-01	3.380146e-01	8.037452e-02	2.576401e-01
567           	-8.861066e-02	3.644061e-01	3.379827e-01	8.038067e-02	2.576020e-01
568           	-8.858863e-02	3.643247e-01	3.379508e-01	8.038680e-02	2.575640e-01
569           	-8.856652e-02	3.642431e-01	3.379189e-01	8.039293e-02	2.575260e-01
570           	-8.854455e-02	3.641620e-01	3.378872e-01	8.039903e-02	2.574881e-01
571           	-8.852255e-02	3.640808e-01	3.378554e-01	8.040514e-02	2.574502e-01
572           	-8.850048e-02	3.639993e-01	3.378235e-01	8.041126e-02	2.574122e-01
573           	-8.847842e-02	3.639178e-01	3.377916e-01	8.041736e-02	2.573742e-01
574           	-8.845650e-02	3.638369e-01	3.377598e-01	8.042342e-02	2.573364e-01
575           	-8.843455e-02	3.637559e-01	3.377281e-01	8.042951e-02	2.572986e-01
576           	-8.841253e-02	3.636746e-01	3.376963e-01	8.043561e-02	2.572607e-01
577           	-8.839060e-02	3.635937e-01	3.376646e-01	8.044169e-02	2.572229e-01
578           	-8.836859e-02	3.635124e-01	3.376327e-01	8.044777e-02	2.571850e-01
579           	-8.834669e-02	3.634316e-01	3.376010e-01	8.045383e-02	2.571472e-01
580           	-8.832471e-02	3.633504e-01	3.375692e-01	8.045990e-02	2.571093e-01
581           	-8.830283e-02	3.632696e-01	3.375376e-01	8.046596e-02	2.570716e-01
582           	-8.828096e-02	3.631889e-01	3.375059e-01	8.047201e-02	2.570339e-01
583           	-8.825900e-02	3.631079e-01	3.374742e-01	8.047808e-02	2.569961e-01
584           	-8.823715e-02	3.630272e-01	3.374425e-01	8.048411e-02	2.569584e-01
585           	-8.821522e-02	3.629462e-01	3.374107e-01	8.049016e-02	2.569206e-01
586           	-8.819339e-02	3.628657e-01	3.373791e-01	8.049618e-02	2.568830e-01
587           	-8.817149e-02	3.627849e-01	3.373474e-01	8.050222e-02	2.568452e-01
588           	-8.814969e-02	3.627044e-01	3.373159e-01	8.050824e-02	2.568076e-01
589           	-8.812789e-02	3.626241e-01	3.372843e-01	8.051427e-02	2.567701e-01
590           	-8.810602e-02	3.625433e-01	3.372526e-01	8.052029e-02	2.567323e-01
591           	-8.808425e-02	3.624630e-01	3.372211e-01	8.052629e-02	2.566948e-01
592           	-8.806240e-02	3.623823e-01	3.371894e-01	8.053229e-02	2.566571e-01
593           	-8.804066e-02	3.623021e-01	3.371579e-01	8.053827e-02	2.566196e-01
594           	-8.801892e-02	3.622220e-01	3.371263e-01	8.054425e-02	2.565821e-01
595           	-8.799711e-02	3.621414e-01	3.370947e-01	8.055024e-02	2.565445e-01
596           	-8.797530e-02	3.620609e-01	3.370631e-01	8.055623e-02	2.565068e-01
597           	-8.795360e-02	3.619809e-01	3.370316e-01	8.056221e-02	2.564694e-01
598           	-8.793190e-02	3.619009e-01	3.370002e-01	8.056819e-02	2.564320e-01
599           	-8.791021e-02	3.618209e-01	3.369688e-01	8.057417e-02	2.563946e-01
600           	-8.788844e-02	3.617406e-01	3.369372e-01	8.058014e-02	2.563570e-01
601           	-8.786669e-02	3.616602e-01	3.369056e-01	8.058609e-02	2.563195e-01
602           	-8.784504e-02	3.615804e-01	3.368741e-01	8.059202e-02	2.562821e-01
603           	-8.782340e-02	3.615006e-01	3.368427e-01	8.059796e-02	2.562448e-01
604           	-8.780176e-02	3.614209e-01	3.368113e-01	8.060390e-02	2.562074e-01
605           	-8.778005e-02	3.613407e-01	3.367798e-01	8.060986e-02	2.561700e-01
606           	-8.775835e-02	3.612606e-01	3.367483e-01	8.061580e-02	2.561325e-01
607           	-8.773675e-02	3.611810e-01	3.367169e-01	8.062172e-02	2.560952e-01
608           	-8.771517e-02	3.611014e-01	3.366856e-01	8.062764e-02	2.560580e-01
609           	-8.769351e-02	3.610215e-01	3.366542e-01	8.063357e-02	2.560206e-01
610           	-8.767194e-02	3.609420e-01	3.366229e-01	8.063949e-02	2.559834e-01
611           	-8.765038e-02	3.608625e-01	3.365915e-01	8.064539e-02	2.559461e-01
612           	-8.762874e-02	3.607827e-01	3.365601e-01	8.065129e-02	2.559088e-01
613           	-8.760720e-02	3.607033e-01	3.365287e-01	8.065717e-02	2.558716e-01
614           	-8.758560e-02	3.606235e-01	3.364973e-01	8.066306e-02	2.558342e-01
615           	-8.756409e-02	3.605443e-01	3.364660e-01	8.066894e-02	2.557971e-01
616           	-8.754258e-02	3.604650e-01	3.364348e-01	8.067483e-02	2.557600e-01
617           	-8.752100e-02	3.603854e-01	3.364034e-01	8.068072e-02	2.557227e-01
618           	-8.749951e-02	3.603062e-01	3.363722e-01	8.068660e-02	2.556856e-01
619           	-8.747796e-02	3.602267e-01	3.363409e-01	8.069248e-02	2.556484e-01
620           	-8.745650e-02	3.601476e-01	3.363097e-01	8.069833e-02	2.556113e-01
